mode,metric,value
raw@0.5,precision_0,0.7960526315789473
raw@0.5,recall_0,0.9453125
raw@0.5,f1_0,0.8642857142857143
raw@0.5,precision_1,0.8703703703703703
raw@0.5,recall_1,0.6025641025641025
raw@0.5,f1_1,0.712121212121212
raw@0.5,TPR,0.6025641025641025
raw@0.5,TNR,0.9453125
raw@0.5,FPR,0.0546875
raw@0.5,FNR,0.3974358974358974
raw@0.5,PPV,0.8703703703703703
raw@0.5,NPV,0.7960526315789473
raw@0.5,roc_auc,0.8650841346153846
raw@0.5,pr_auc,0.8169632430287312
uncalibrated@t_opt,precision_0,0.8142857142857143
uncalibrated@t_opt,recall_0,0.890625
uncalibrated@t_opt,f1_0,0.8507462686567163
uncalibrated@t_opt,precision_1,0.7878787878787878
uncalibrated@t_opt,recall_1,0.6666666666666666
uncalibrated@t_opt,f1_1,0.7222222222222221
uncalibrated@t_opt,TPR,0.6666666666666666
uncalibrated@t_opt,TNR,0.890625
uncalibrated@t_opt,FPR,0.109375
uncalibrated@t_opt,FNR,0.3333333333333333
uncalibrated@t_opt,PPV,0.7878787878787878
uncalibrated@t_opt,NPV,0.8142857142857143
uncalibrated@t_opt,roc_auc,0.8650841346153846
uncalibrated@t_opt,pr_auc,0.8169632430287312
calibrated@t_opt,precision_0,0.8098591549295775
calibrated@t_opt,recall_0,0.8984375
calibrated@t_opt,f1_0,0.8518518518518519
calibrated@t_opt,precision_1,0.796875
calibrated@t_opt,recall_1,0.6538461538461539
calibrated@t_opt,f1_1,0.7183098591549296
calibrated@t_opt,TPR,0.6538461538461539
calibrated@t_opt,TNR,0.8984375
calibrated@t_opt,FPR,0.1015625
calibrated@t_opt,FNR,0.34615384615384615
calibrated@t_opt,PPV,0.796875
calibrated@t_opt,NPV,0.8098591549295775
calibrated@t_opt,roc_auc,0.8650841346153846
calibrated@t_opt,pr_auc,0.8169632430287312
