mode,metric,value
raw@0.5,precision_0,0.8142857142857143
raw@0.5,recall_0,0.890625
raw@0.5,f1_0,0.8507462686567163
raw@0.5,precision_1,0.7878787878787878
raw@0.5,recall_1,0.6666666666666666
raw@0.5,f1_1,0.7222222222222221
raw@0.5,TPR,0.6666666666666666
raw@0.5,TNR,0.890625
raw@0.5,FPR,0.109375
raw@0.5,FNR,0.3333333333333333
raw@0.5,PPV,0.7878787878787878
raw@0.5,NPV,0.8142857142857143
raw@0.5,roc_auc,0.8671875
raw@0.5,pr_auc,0.8295653205542536
uncalibrated@t_opt,precision_0,0.8142857142857143
uncalibrated@t_opt,recall_0,0.890625
uncalibrated@t_opt,f1_0,0.8507462686567163
uncalibrated@t_opt,precision_1,0.7878787878787878
uncalibrated@t_opt,recall_1,0.6666666666666666
uncalibrated@t_opt,f1_1,0.7222222222222221
uncalibrated@t_opt,TPR,0.6666666666666666
uncalibrated@t_opt,TNR,0.890625
uncalibrated@t_opt,FPR,0.109375
uncalibrated@t_opt,FNR,0.3333333333333333
uncalibrated@t_opt,PPV,0.7878787878787878
uncalibrated@t_opt,NPV,0.8142857142857143
uncalibrated@t_opt,roc_auc,0.8671875
uncalibrated@t_opt,pr_auc,0.8295653205542536
calibrated@t_opt,precision_0,0.8142857142857143
calibrated@t_opt,recall_0,0.890625
calibrated@t_opt,f1_0,0.8507462686567163
calibrated@t_opt,precision_1,0.7878787878787878
calibrated@t_opt,recall_1,0.6666666666666666
calibrated@t_opt,f1_1,0.7222222222222221
calibrated@t_opt,TPR,0.6666666666666666
calibrated@t_opt,TNR,0.890625
calibrated@t_opt,FPR,0.109375
calibrated@t_opt,FNR,0.3333333333333333
calibrated@t_opt,PPV,0.7878787878787878
calibrated@t_opt,NPV,0.8142857142857143
calibrated@t_opt,roc_auc,0.8671875
calibrated@t_opt,pr_auc,0.8295653205542536
